2018-11-25 21:13:39,0
2018-11-25 07:27:28,0
2018-11-25 07:29:06,0
2018-11-25 07:29:39,0
2018-11-25 07:30:21,0
2018-11-25 07:30:52,0
2018-11-25 07:32:08,1
2018-11-25 07:32:48,1
2018-11-25 07:33:31,1
2018-11-25 07:34:15,1
2018-11-25 07:35:29,0
2018-11-25 07:36:25,0
2018-11-25 07:37:13,0
2018-11-25 07:38:26,0
2018-11-25 07:38:32,0
2018-11-25 07:40:54,0
2018-11-25 07:41:36,0
2018-11-25 07:43:05,1
2018-11-25 07:44:01,1
2018-11-25 07:44:34,1
2018-11-25 07:45:26,1
2018-11-25 07:46:05,1
2018-11-25 07:46:59,1
2018-11-25 07:47:39,1
2018-11-25 07:48:34,1
2018-11-25 07:49:19,1
2018-11-25 07:50:31,1
2018-11-25 07:51:23,1
2018-11-25 07:52:10,1
2018-11-25 07:52:54,0
2018-11-25 08:01:28,2
2018-11-25 08:03:32,2
2018-11-25 08:04:17,2
2018-11-25 08:05:05,2
2018-11-25 08:05:59,2
2018-11-25 08:06:41,1
2018-11-25 08:08:23,0
2018-11-25 08:10:24,0
2018-11-25 08:11:03,0
2018-11-25 08:12:15,0
2018-11-25 08:12:44,0
2018-11-25 08:13:49,0
2018-11-25 08:15:08,0
2018-11-25 08:15:15,0
2018-11-25 08:17:51,1
2018-11-25 08:20:27,1
2018-11-25 08:23:04,1
2018-11-25 08:24:01,1
2018-11-25 08:24:38,1
2018-11-25 08:25:19,0
2018-11-25 08:26:16,0
2018-11-25 08:27:14,1
2018-11-25 08:28:29,1
2018-11-25 08:29:08,1
2018-11-25 08:31:20,3
2018-11-25 08:32:35,3
2018-11-25 08:34:38,3
2018-11-25 08:36:02,3
2018-11-25 08:36:44,0
2018-11-25 08:45:48,2
2018-11-25 08:47:44,3
2018-11-25 08:48:32,3
2018-11-25 08:49:42,2
2018-11-25 08:51:18,2
2018-11-25 08:52:48,2
2018-11-25 08:53:46,2
2018-11-25 08:54:28,2
2018-11-25 08:55:06,2
2018-11-25 08:56:04,1
2018-11-25 08:57:17,0
2018-11-25 08:57:53,0
2018-11-25 08:59:38,0
2018-11-25 08:59:43,0
2018-11-25 09:02:50,0
2018-11-25 09:05:58,0
2018-11-25 09:09:06,0
2018-11-25 09:09:56,0
2018-11-25 09:10:34,0
2018-11-25 09:11:27,0
2018-11-25 09:11:48,0
2018-11-25 09:12:52,1
2018-11-25 09:13:43,1
2018-11-25 09:14:15,1
2018-11-25 09:15:33,3
2018-11-25 09:17:42,3
2018-11-25 09:18:38,3
2018-11-25 09:18:54,2
2018-11-25 09:20:34,0
2018-11-25 09:25:05,2
2018-11-25 09:29:36,4
2018-11-25 09:34:07,4
2018-11-25 09:34:51,4
2018-11-25 09:36:12,2
2018-11-25 09:38:00,2
2018-11-25 09:39:12,2
2018-11-25 09:40:53,2
2018-11-25 09:41:21,2
2018-11-25 09:43:01,2
2018-11-25 09:43:29,2
2018-11-25 09:44:16,2
2018-11-25 09:45:32,2
2018-11-25 09:45:38,0
2018-11-25 09:47:56,2
2018-11-25 09:50:14,2
2018-11-25 09:52:33,2
2018-11-25 09:53:32,2
2018-11-25 09:54:15,2
2018-11-25 09:55:13,2
2018-11-25 09:55:35,2
